,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
67,1444050,0.01,0.92,1500,0.71,0.54,0.472,27,14,3,16590,0,45,354910,245,0.35,82850,6,7810,1070,12,12,5,4,4,4,31,1930,10,0,140,27130,0,2616,83,535,79,12,7,3,13,0,4,7,512,76,62,57,1,18,8,10,1,4,17,81,14,1,0,355,2200,73,10,10,3200,1960,11100,79,8,8,31800,10700,35,23,1,0,0,0,0
68,227548,0.03,0.97,0,1.04,0.86,0.25,257,22,3,18750,0,30,11310,165,1,2090,9,21480,1070,0,0,1,0,1,1,,0,1,0,0,0,0,1188,159,541,77,22,13,4,34,7,26,30,507,77,31,31,1,19,8,11,1,4,15,34,5,2,0,319,2700,76,11,13,7400,2481,5800,80,8,9,13800,5150,1,16,0,0,0,1,0
69,2192726,0.02,0.98,0,0.85,0.77,0.291,25,15,2,16820,0,20,149130,128,0.6,16850,7,5370,1080,19,25,0,6,6,6,0,1320,6,0,0,14160,0,964,82,505,79,6,4,1,7,1,4,7,470,75,40,29,6,8,1,7,1,2,10,37,25,0,3,357,2800,74,7,8,3800,2514,10200,85,1,1,10200,10200,26,21,1,0,0,0,0
70,1389349,0,1,0,0.85,1,0.436,27,16,3,16120,0,16,236400,183,0.2,32840,7,2360,1320,9,17,1,1,3,6,428425,3510,5,0,0,15040,0,544,87,558,72,18,7,7,27,6,7,12,497,74,53,46,4,24,7,17,0,2,28,58,20,1,1,359,1800,73,17,18,4100,1541,7700,75,7,7,13200,6785,7,53,1,0,0,0,0
71,1262055,0.02,0.82,0,0.06,0.89,0.644,18,7,2,9080,0,25,401680,348,0.1,59220,7,33040,1320,9,18,3,0,1,1,623205,12090,5,0,2610,16720,0,910,82,617,82,8,5,1,11,1,5,8,592,78,18,18,0,8,2,6,0,0,1,32,0,0,0,360,2800,78,6,6,3600,2283,7800,78,2,2,13200,10200,15,99,1,0,0,0,0
72,1851007,0.04,0.96,0,2.07,1,0.066,48,38,2,11090,0,6,8010,12,0.6,3560,4,540,800,0,48,1,0,1,1,0,1100,1,0,0,0,0,259,94,534,86,3,1,1,4,0,1,1,492,78,12,10,2,7,4,3,0,1,5,13,8,0,0,297,2000,74,3,3,2300,1466,6300,79,4,5,19800,7150,38,77,1,0,0,0,0
73,2226815,0.01,0.99,0,10.12,0.41,0.158,40,22,2,10980,0,14,54690,59,0.75,10100,6,770,1160,0,22,0,1,3,5,0,550,3,0,0,3080,0,1090,98,628,83,2,2,0,3,1,3,3,594,80,9,7,0,5,2,3,0,0,2,7,4,0,0,325,1700,74,3,3,2100,1466,19000,85,2,2,20400,18600,20,138,1,0,0,0,0
74,2017324,0.02,0.98,500,1.39,0.93,0.441,18,15,1,15040,0,13,252580,161,0.2,76250,5,2450,1030,8,11,2,3,10,10,147,5210,9,0,10,16720,0,480,82,533,75,35,11,13,40,17,29,33,480,74,43,38,1,14,3,11,0,1,19,41,12,0,0,341,2300,73,11,12,3700,1945,8500,81,3,3,10800,7200,8,49,0,0,1,0,0
75,1010792,0.01,0.97,0,1.09,0.56,0.397,32,20,3,12200,0,33,319020,219,1,78780,7,580,1310,0,20,0,5,36,36,0,0,12,0,0,36050,0,1847,88,525,79,21,10,8,29,1,6,19,466,78,52,33,12,24,11,13,0,2,26,38,93,0,1,357,1800,76,13,13,3600,1430,13900,80,11,11,27600,10945,16,67,1,0,0,0,0
76,1774963,0.04,0.96,1000,1.36,0.88,0.272,40,25,3,12820,0,30,80460,151,0.55,9790,6,450,810,10,40,0,0,4,4,0,980,3,0,530,8890,0,1108,86,642,77,6,1,3,7,4,5,7,617,75,31,31,0,6,2,4,0,0,9,53,1,0,0,342,1800,70,4,4,2200,1425,4800,79,2,2,4800,4800,23,128,1,0,0,0,0
77,1467761,0,1,3500,33.02,0.57,0.172,32,28,1,7500,0,21,79440,94,0.65,8810,7,1880,1480,0,32,0,0,3,3,0,900,7,0,0,8940,0,1182,84,617,77,4,1,3,5,2,3,4,590,75,11,11,0,4,0,4,0,0,2,11,0,0,0,332,2100,75,4,4,2400,2000,0,0,0,0,0,0,12,149,0,0,1,0,0
78,1250200,0.02,0.98,0,1.85,0.49,0.3,17,10,4,7600,0,27,174860,151,0.35,23910,8,2830,1030,10,11,0,1,3,3,0,1680,3,0,250,32870,0,1736,83,640,77,6,3,2,9,2,7,8,619,75,34,32,0,10,3,7,1,1,11,73,8,2,0,358,2200,71,7,7,3100,1542,19400,79,3,3,20400,11200,16,9,1,0,0,0,0
79,60548,0.01,0.79,1000,0.99,1,0.475,22,10,3,8040,0,32,506290,387,0.3,34130,9,1580,1420,10,22,0,1,1,2,14,2250,3,0,2470,26840,0,1055,83,548,74,13,9,1,17,4,10,16,512,73,33,28,2,16,7,9,1,4,15,36,15,2,1,357,2900,71,9,9,4600,2733,7000,79,7,9,15000,7085,23,30,1,0,0,0,0
80,1559392,0.02,0.95,0,1.69,0.75,0.35,32,16,2,5630,0,24,243010,166,0.7,44810,7,1020,1080,5,32,0,3,15,15,0,510,24,0,0,30270,0,1031,83,538,77,28,15,6,37,6,16,22,487,75,28,19,6,12,4,8,0,0,4,32,42,0,0,359,1600,74,8,8,2000,1387,5200,78,4,4,7800,5050,1,148,0,0,1,0,0
81,1033581,0.03,0.97,1000,0.54,0.39,0.223,81,80,4,5700,0,26,29620,86,0.45,12330,8,22860,600,7,28,2,1,2,2,106,1010,5,0,0,3640,0,2061,85,628,78,9,5,1,12,1,4,8,611,75,6,4,0,5,4,1,0,1,4,15,15,0,0,334,3400,85,1,1,3400,3400,4700,74,4,4,21600,6925,26,53,1,0,0,0,0
82,3064137,0.01,0.99,0,1.19,0.92,0.293,90,33,3,16260,0,11,78140,97,0.4,23300,7,1880,840,8,17,1,1,4,4,1138440,1380,5,0,0,10760,0,438,82,650,73,11,3,3,14,2,5,8,625,74,18,17,0,12,6,6,1,1,9,26,3,1,0,327,1800,72,6,6,2500,1466,5500,74,6,7,20400,6016,23,5,1,0,0,0,0
83,1787722,0,1,1000,0.32,1,0.25,43,23,2,2030,0,15,43960,106,0.65,14500,9,7090,2090,0,32,1,1,5,5,0,980,2,0,0,0,0,534,101,538,77,12,7,1,18,4,9,14,493,73,19,15,3,5,1,4,0,0,8,15,8,1,0,285,2800,74,4,4,3400,2225,6300,71,1,1,6300,6300,6,123,0,0,1,0,0
84,2751586,0.01,0.99,14200,1.06,0.6,0.433,21,20,3,4300,0,30,128480,220,0.3,27550,6,1240,740,7,12,0,1,2,4,3619,2200,5,0,230,2830,0,1595,83,651,75,10,6,4,12,1,5,7,624,76,30,29,0,11,3,8,0,1,13,39,2,0,0,344,2000,74,8,8,3600,1900,14200,80,3,4,20400,9533,1,77,1,0,0,0,0
85,1496690,0.06,0.94,2000,3.66,0.65,0.302,20,13,2,6860,0,24,81060,151,0.4,15860,7,1910,640,8,14,0,1,4,4,1755,1970,3,0,0,0,0,1184,82,613,78,7,4,3,8,0,3,7,598,77,10,9,0,5,4,1,0,0,3,22,5,0,0,325,500,70,1,1,500,500,3300,78,4,5,3600,2425,43,146,1,0,0,0,0
86,1077931,0.01,0.76,600,0.52,0.71,0.608,10,6,3,49860,0,24,332560,258,0.35,42650,6,31730,1320,9,10,0,4,8,8,56,3710,4,0,590,44540,0,1104,82,519,75,20,14,5,32,9,18,25,480,75,50,37,4,24,8,16,2,9,26,58,35,2,2,351,2300,72,16,17,5500,2062,9800,79,8,8,20400,10287,5,7,1,0,0,0,0
87,5141,0.01,0.91,6000,0.03,0.87,0.441,40,11,2,6000,0,40,179590,312,0.4,20970,7,124230,1220,13,18,0,0,1,1,0,1460,4,0,0,18350,0,1477,82,658,74,18,8,8,25,6,17,18,638,70,17,17,0,10,4,6,1,2,6,19,0,1,0,241,1900,64,6,7,2700,1666,7800,80,4,4,13200,7000,1,3,0,0,1,0,0
88,2854066,0.07,0.93,1000,0.75,0.47,0.391,28,28,3,20770,0,17,145540,149,0.35,41520,6,5100,690,9,9,2,0,12,12,96,1110,7,0,0,4570,0,1162,83,528,74,9,7,2,11,1,3,6,488,78,23,18,1,13,6,7,0,0,6,29,12,0,1,343,1700,75,7,7,2300,1414,7300,82,6,6,13200,6266,27,143,0,0,1,0,0
89,2052696,0.03,0.91,0,1.11,0.88,0.436,24,17,4,29690,0,49,341540,259,0.15,76320,6,6130,1230,4,8,3,1,1,1,15,6570,7,0,4950,32800,0,1768,83,547,73,9,7,2,12,2,7,10,511,75,59,59,10,20,10,10,0,6,24,75,2,1,0,356,2700,74,10,12,6000,2480,5500,78,10,11,13200,6870,25,35,1,0,0,0,0
90,576917,0,0.9,0,0.89,0.96,0.452,17,16,3,28410,0,26,404940,258,0.1,57490,6,31460,1310,5,14,1,1,3,12,1170019,6940,4,0,1990,9680,1,876,82,538,76,28,14,11,39,14,21,31,546,77,42,26,12,26,11,15,1,3,12,36,104,0,4,360,2100,76,15,15,4800,1746,10800,77,11,12,24000,12054,3,8,1,0,0,0,0
91,1032664,0.02,0.98,4000,4.74,0.88,0.438,20,13,2,12600,0,14,130270,133,1,0,3,1730,1120,0,4,0,0,2,6,0,0,4,0,0,6710,0,700,236,540,77,12,7,4,18,0,4,12,503,73,23,22,1,8,2,6,0,2,11,25,15,0,0,337,2400,72,6,6,4000,1816,1800,82,2,2,2400,1700,50,65,1,0,0,0,0
92,460247,0.01,0.99,500,0.96,1,0.461,20,14,3,16670,0,19,229300,199,0.25,53560,8,5240,1280,13,18,2,1,9,9,1148,3080,7,0,720,14580,0,628,83,604,77,20,8,7,31,4,8,12,578,75,53,52,4,22,8,14,1,4,25,70,7,2,0,357,2100,75,14,15,3900,1792,5800,77,8,8,9600,4962,23,3,1,0,0,0,0
93,327740,0.01,0.99,100,0.21,0.97,0.758,6,5,3,42410,0,30,806150,454,0.15,83590,4,28920,1040,4,6,3,0,4,4,19,3000,6,0,12790,76430,0,1032,83,545,80,5,4,1,7,1,2,7,523,74,61,59,5,12,3,9,1,4,29,94,8,2,1,346,2900,74,9,9,4900,2200,8800,78,3,4,9600,3933,10,9,1,0,0,0,0
94,3166698,0,0.77,10000,0.88,0.31,0.296,28,31,1,8440,0,11,92140,85,0.75,20090,4,1840,1150,9,27,0,1,1,2,0,300,8,0,0,3580,0,1164,88,628,72,6,3,3,6,0,1,4,603,69,25,25,0,6,2,4,0,0,12,29,1,0,0,294,2200,68,4,4,2600,1600,8800,80,2,2,9600,7800,51,108,1,0,0,0,0
95,598972,0,1,400,1.62,0.73,0.252,36,23,3,11200,0,30,205160,173,0.55,19070,7,150,1550,0,36,0,1,3,3,0,1830,3,0,0,13830,0,1320,88,543,77,16,9,6,20,9,17,17,493,75,33,30,1,14,4,10,0,2,11,38,11,2,0,354,2700,73,10,12,4800,2190,11900,83,4,4,19200,10500,13,36,1,0,0,0,0
96,1589407,0.01,0.99,6000,1,1,0.333,22,21,1,15580,0,19,191750,152,1,19150,7,9340,1410,0,22,0,1,3,5,0,0,5,0,0,14970,0,651,102,546,74,15,10,2,20,9,11,14,509,78,34,28,3,13,2,11,1,3,14,33,21,1,0,353,3000,79,11,13,5000,2309,3600,69,2,3,4200,3600,5,5,1,0,0,0,0
97,1628111,0.04,0.96,0,0.64,0.48,0.57,20,30,4,14160,0,22,270650,203,0.15,43780,7,5740,820,4,5,4,3,9,9,38,3370,18,0,760,12610,0,1476,82,523,75,43,23,10,74,25,40,56,500,74,92,63,11,27,11,16,4,12,50,135,81,5,13,354,1500,71,16,18,2600,1275,11200,77,11,12,16200,8372,3,6,1,0,0,0,0
98,2786488,0.02,0.98,0,0.35,1,0.316,60,18,1,6400,0,13,51440,116,0.6,11280,9,13650,1060,0,60,0,0,2,2,0,1400,2,0,0,7980,0,457,86,619,75,7,4,2,8,3,4,5,589,72,11,9,0,6,0,6,0,1,4,10,4,1,1,319,2600,72,6,6,3300,1816,0,0,0,0,0,0,22,78,0,0,1,0,0
99,1201749,0.01,0.99,1000,1.34,0.48,0.616,12,8,3,24600,0,29,504930,275,0.35,66840,6,10060,1160,12,12,2,3,6,6,282,4400,10,0,460,30610,0,1899,82,547,75,21,15,6,29,8,14,20,518,77,76,69,1,22,4,18,1,4,30,74,20,1,0,359,1900,76,18,19,3400,1727,16600,78,4,4,26400,12450,0,25,1,0,0,0,0
100,1295086,0.03,0.96,2000,0.94,0.97,0.719,5,5,5,18670,0,35,688970,383,0.25,93410,5,7300,1120,3,3,4,2,8,8,8,2430,6,0,1710,47350,0,1158,82,548,82,14,9,3,20,3,10,15,506,75,71,63,9,28,10,18,0,1,31,91,18,0,0,358,2400,74,18,19,3300,1788,9600,80,10,12,16200,5890,26,52,1,0,0,0,0
101,3339378,0.04,0.96,3000,2.43,1,0.161,39,25,3,8210,0,20,32060,86,0.75,2770,8,980,920,0,39,1,0,2,2,0,410,2,0,0,400,0,660,88,541,76,6,3,1,8,2,4,5,500,75,21,18,3,7,3,4,0,2,5,24,23,1,0,346,1800,73,4,4,2800,2125,4100,79,3,3,6000,3933,9,57,0,0,1,0,0
102,2260320,0.02,0.93,0,0.29,0.67,0.758,14,7,4,54930,0,26,958000,367,0.05,188960,7,37670,1160,2,8,3,5,9,9,687,6300,9,0,390,36300,0,1242,82,509,74,22,11,8,41,5,12,20,476,73,87,77,4,27,6,21,1,8,36,103,51,2,4,359,2000,73,21,21,3900,1776,11200,74,6,7,35400,8133,3,5,1,0,0,0,0
103,3302657,0.01,0.99,4000,0.96,1,0.405,29,28,1,17570,0,13,181770,150,0.85,15610,7,2650,1220,0,29,0,6,9,9,0,220,6,0,0,10160,0,458,99,535,73,16,6,7,24,5,12,15,498,73,92,77,7,27,7,20,1,3,34,85,52,0,3,356,2400,72,20,22,5000,1845,10600,81,7,7,15600,8228,0,9,1,0,0,0,0
104,1350424,0.01,0.99,0,0.86,0.64,0.388,48,26,3,18980,0,28,226800,192,0.35,37220,7,3780,1110,6,13,0,2,3,3,141798,2060,5,0,1270,15550,0,1416,82,590,76,10,6,3,15,3,9,14,561,73,55,52,1,15,4,11,1,3,26,75,7,0,0,338,2400,71,11,11,4100,1845,8100,77,4,4,10800,7050,13,9,1,0,0,0,0
105,908573,0.01,0.76,9000,0.01,1,0.225,33,19,2,12660,0,18,161380,119,0.2,49120,6,7680,1960,5,33,0,2,3,3,460401,10000,4,0,10000,40000,0,625,86,631,78,2,1,1,2,0,1,2,599,74,6,5,0,4,2,2,0,0,1,5,1,0,0,291,1300,75,2,2,2100,1300,7100,73,2,2,7200,7050,89,177,1,0,0,0,0
106,2139119,0.01,0.96,25000,0.5,0.66,0.438,21,13,4,310,0,31,300040,210,0.1,66530,4,920,1190,7,7,2,0,4,4,229,7820,5,0,3130,10460,0,1484,82,638,73,10,3,5,16,1,3,10,619,77,32,30,0,15,10,5,0,0,8,58,4,0,1,349,1600,72,5,6,3300,1760,21700,79,10,12,101100,18960,0,111,1,0,0,0,0
107,1300422,0.02,0.98,200,1.09,0.76,0.6,11,12,3,17480,0,26,409150,277,0.45,73950,5,5670,1090,11,11,2,3,15,15,1639128,1680,12,0,220,35200,0,1094,86,541,79,16,8,5,19,7,8,12,482,76,72,57,5,25,7,18,0,0,22,82,38,0,0,353,2000,76,18,20,3200,1800,7100,75,7,8,25200,6385,9,128,0,0,1,0,0
108,1932348,0.01,0.99,3700,1.42,0.39,0.35,27,26,5,150,0,26,189010,141,0.45,21450,8,2010,1210,10,15,0,2,27,27,321166,1340,6,0,0,0,0,2061,88,527,66,13,7,4,22,0,3,7,464,72,69,46,8,22,8,14,0,0,35,50,66,0,0,333,2200,70,14,16,3400,1835,8300,80,8,9,25200,8600,38,93,0,0,0,1,0
109,3351227,0.03,0.97,0,1.42,0.5,0.133,37,34,4,11600,0,9,21810,33,0.85,6370,4,160,680,0,37,0,1,2,2,0,250,3,0,0,3090,0,823,94,621,78,7,4,3,9,0,3,6,594,67,7,6,0,4,1,3,0,0,2,6,2,0,0,270,1500,66,3,3,2000,1133,4200,75,1,1,4200,4200,64,106,1,0,0,0,0
110,2215145,0.01,0.63,10000,1.12,0.93,0.247,37,14,5,7800,0,26,90620,148,0.4,22250,9,1640,1810,9,14,1,0,1,9,742611,1290,2,0,0,0,0,926,82,646,79,3,3,0,4,0,2,2,614,75,6,6,0,3,1,2,0,1,3,6,1,0,0,319,1300,71,2,2,1400,1200,3900,82,1,1,3900,3900,60,76,0,1,0,0,0
111,1922921,0.04,0.96,0,0.83,1,0.266,13,15,3,11980,0,9,95930,72,0.6,15150,4,7760,940,6,13,0,0,4,4,0,830,7,0,830,12120,0,353,93,543,82,9,6,1,11,4,4,5,510,76,51,46,1,14,4,10,2,3,20,78,15,3,0,355,2000,74,10,11,3100,1680,11400,79,4,4,13200,7200,7,6,1,0,0,0,0
112,2474111,0.01,0.99,1600,0.85,0.82,0.297,46,20,3,15940,0,23,155950,139,0.65,14750,5,1840,1190,15,15,0,0,3,3,0,440,6,0,170,17010,0,928,82,633,82,1,1,0,1,0,0,1,598,78,14,14,0,7,3,4,0,0,6,18,2,0,0,332,2500,77,4,4,2800,2150,4300,78,3,3,4800,3533,136,136,1,0,0,0,0
113,1756996,0.02,0.92,0,0.84,0.75,0.422,19,14,4,4290,0,50,204160,305,0.4,34780,7,4340,970,9,19,0,5,5,5,3,1700,12,0,960,11740,0,2089,87,502,73,13,6,6,17,5,10,14,475,75,35,30,3,13,8,5,1,3,8,48,16,1,2,352,2000,72,5,5,3000,1580,9300,76,8,9,22800,7925,6,29,1,0,0,0,0
114,1701455,0.13,0.87,0,1.17,0.44,0.497,15,13,1,8260,0,28,97720,251,0.5,21260,6,1380,270,14,14,0,1,9,12,0,1540,6,0,0,2020,0,1992,87,544,78,16,5,7,36,6,13,24,520,75,35,34,1,7,3,4,2,4,17,66,6,2,1,357,2800,73,4,4,3100,2375,16300,78,3,3,18000,6666,17,7,1,0,0,0,0
115,1629885,0,0.48,2200,1.06,1,0.563,19,8,3,82770,0,29,816710,297,0.4,72490,6,29620,2760,7,19,0,2,2,2,0,1730,7,0,100,153940,0,937,86,681,73,4,2,2,4,0,1,3,675,76,41,40,0,16,6,10,1,2,14,54,2,1,0,360,2700,75,10,11,4500,1930,10700,76,6,6,16800,10466,41,17,1,0,0,0,0
116,1426436,0,1,6000,1.13,0.65,0.386,17,31,3,20000,0,15,218610,121,0.2,60510,6,2370,1790,5,12,0,4,5,5,782337,2840,4,0,2500,44330,0,758,82,523,80,20,5,6,28,8,15,18,481,75,40,31,3,13,8,5,0,1,17,36,20,0,0,332,3400,72,5,7,4900,3220,10500,79,8,8,19200,9950,8,71,1,0,0,0,0
117,3176996,0.02,0.98,600,0.96,1,0.133,34,34,1,12140,0,16,51150,56,0.85,10390,6,590,1070,0,23,0,1,4,4,0,270,3,0,0,5210,0,547,102,529,82,3,1,0,3,1,2,2,491,77,18,15,1,5,3,2,0,1,6,16,5,0,0,308,2300,73,2,2,3000,2300,5500,83,3,3,6600,5200,10,88,1,0,0,0,0
118,1607465,0.04,0.95,0,0.94,1,0.45,15,15,3,21530,0,14,310180,173,0.4,71300,7,4570,940,8,14,0,1,7,7,149100,1070,18,0,0,17700,0,496,83,541,77,16,7,8,20,1,8,16,479,73,64,58,3,20,3,17,0,1,30,89,13,0,0,358,2300,71,17,17,3900,1794,21400,76,3,3,33600,18800,23,61,1,0,0,0,0
119,1079948,0.04,0.96,10000,0.3,0.86,0.263,36,15,5,7110,0,24,30120,123,0.6,2890,8,6030,470,12,19,1,0,1,2,3,600,4,0,600,3530,0,907,83,609,70,6,3,3,11,4,7,8,586,85,1,1,0,1,0,1,0,0,1,1,0,0,0,130,600,85,1,1,600,600,0,0,0,0,0,0,14,127,0,1,0,0,0
120,168178,0.01,0.95,2000,0.51,0.93,0.311,21,21,2,1260,0,28,157270,210,0.4,14850,8,1180,1400,8,21,0,1,3,3,6,1540,8,0,830,19090,0,972,83,644,80,13,8,3,18,0,7,12,610,78,15,13,0,10,4,6,0,0,8,18,4,0,0,317,2500,76,6,6,4700,2033,10600,82,4,5,32400,11175,29,120,1,0,0,0,0
121,1716541,0.01,0.84,0,0.92,1,0.666,16,12,2,38950,0,16,706700,297,0.3,62590,6,23520,1790,5,9,2,4,9,9,201,3540,6,0,1240,8530,0,537,82,499,80,24,12,9,36,13,23,27,495,77,120,75,9,37,15,22,9,16,48,87,92,3,16,356,2600,75,22,25,5000,2113,12800,80,15,18,27600,10926,3,1,1,0,0,0,0
122,1155480,0.02,0.93,200,0.12,1,0.505,20,13,3,12780,0,15,283220,212,0.4,17610,7,14110,1380,12,20,0,0,2,2,0,1800,18,0,0,27180,0,529,84,547,77,14,5,5,18,8,13,15,509,75,72,63,4,25,5,20,4,5,17,111,20,6,2,359,2400,74,20,22,4500,1930,39800,78,5,6,50400,15240,8,2,1,0,0,0,0
123,402057,0.01,0.99,1700,1.11,0.68,0.525,13,12,4,12360,0,38,494860,307,0.4,51440,6,12290,1140,12,12,1,3,8,10,504817,1530,8,0,500,25440,0,1769,82,657,77,24,13,9,37,4,15,20,636,78,55,50,0,20,5,15,5,7,22,67,11,5,1,334,2400,76,15,16,4400,2093,14300,80,5,5,20400,10260,5,8,1,0,0,0,0
124,3494065,0.01,0.99,0,0.6,0.59,0.428,32,13,4,30010,0,51,108870,286,0.55,20120,4,65690,1540,1,32,0,2,2,2,0,1090,5,0,0,17310,0,2694,83,543,81,13,5,4,16,5,11,13,508,74,19,18,1,9,2,7,1,1,9,21,1,2,0,333,2100,74,7,8,2800,1857,7500,78,2,2,8400,7200,12,20,0,0,0,1,0
125,2071230,0.01,0.95,0,0.54,0.82,0.405,18,12,3,2570,0,33,178470,238,0.45,35170,8,6820,1010,7,10,0,1,1,2,145892,560,4,0,0,0,0,1286,82,500,79,18,11,3,25,11,16,22,523,75,55,45,1,19,7,12,2,2,23,63,40,2,1,359,2400,74,12,14,4700,1850,9200,75,7,7,16800,9085,2,11,1,0,0,0,0
126,1228153,0.01,0.15,0,0.97,1,0.536,97,29,2,76770,0,33,39890,501,1,910,11,64930,1950,0,48,1,0,2,2,0,0,2,0,0,0,0,1060,82,535,79,16,7,6,22,4,6,17,478,76,47,37,7,22,9,13,0,3,19,53,59,0,10,344,2600,73,13,15,6300,2061,4000,79,9,11,20400,5566,23,61,0,0,1,0,0
127,1077583,0.04,0.96,0,0.47,0.5,0.233,21,17,3,12410,0,33,134740,133,0.45,20920,7,1000,790,7,17,0,1,2,2,465,1140,8,0,280,25570,0,2081,89,656,73,3,2,1,3,1,1,3,635,79,21,19,0,7,3,4,1,1,7,50,6,1,0,314,2100,78,4,4,2500,1725,17000,79,3,3,19800,14200,30,29,1,0,0,0,0
128,421811,0.07,0.93,0,0.67,0.85,0.283,19,19,3,7300,0,29,107360,168,0.4,14710,7,670,660,5,15,0,1,1,5,9793,1530,4,0,300,3220,0,1106,82,614,74,5,4,1,6,0,4,5,596,76,14,14,0,6,4,2,0,0,4,29,4,0,0,348,1900,74,2,2,2200,1650,3700,77,4,4,7200,3850,42,126,1,0,0,0,0
129,1775967,0.04,0.74,1000,3.76,0.69,0.45,20,18,3,17180,0,25,209930,197,0.2,47000,5,5850,920,6,20,1,0,2,2,194445,4910,4,0,2030,21840,0,1176,82,532,74,7,3,4,9,4,7,8,503,75,35,34,2,12,6,6,1,2,2,55,19,1,1,359,3300,73,6,6,5700,3200,6700,76,6,6,18600,6700,15,14,1,0,0,0,0
130,3355640,0.03,0.97,1300,0.69,1,0.311,21,11,1,12600,0,9,89790,84,0.55,18570,5,1150,810,16,19,1,2,7,7,130803,1310,8,0,280,10930,0,335,83,616,77,22,8,10,29,15,18,24,586,74,47,37,2,17,2,15,3,9,25,43,25,3,2,333,1700,74,15,15,2400,1540,3300,77,2,2,3600,3000,2,1,1,0,0,0,0
131,645376,0.02,0.98,1000,1.14,1,0.277,29,24,2,6350,0,19,146640,147,0.65,39250,7,1180,1210,0,16,0,0,2,2,110,850,5,0,0,0,0,651,99,651,80,8,4,4,10,2,5,8,625,77,39,36,0,14,7,7,2,2,16,39,11,2,0,351,2100,76,7,8,4100,2000,6200,79,7,8,8400,6557,24,6,1,0,0,0,0
132,1432296,0.01,0.72,6000,0.24,1,0.494,19,13,2,12500,0,12,122050,178,0.5,23000,6,33450,1560,8,19,0,3,3,3,0,820,3,0,1180,19230,0,416,83,629,77,8,3,3,12,5,7,9,602,77,22,18,0,10,2,8,0,0,6,25,5,1,0,348,2000,76,8,9,3400,1725,22600,83,2,2,51600,26700,16,109,0,0,1,0,0
133,750651,0.01,0.55,1100,0.65,0.74,0.386,26,12,3,114150,0,31,361390,279,0.7,39050,5,93600,2640,0,26,0,0,4,4,0,730,6,0,0,31240,0,1336,83,594,77,11,6,2,19,6,12,19,580,74,45,42,1,14,5,9,2,3,15,53,5,1,0,350,3100,74,9,9,9600,3255,12900,78,5,5,15600,9560,4,11,0,0,0,1,0
134,3157374,0,0.83,5600,0.72,1,0.155,31,53,1,6920,1,9,19300,42,1,0,3,3260,2410,0,31,1,0,5,5,0,0,1,0,0,0,0,327,83,536,78,16,4,4,22,10,13,19,508,75,29,26,1,16,4,12,0,1,18,39,16,0,0,313,1700,74,12,12,2300,1425,5200,80,4,4,6000,4650,7,64,0,0,1,0,0
135,2875664,0.01,0.99,1000,0.87,0.74,0.381,27,14,3,15660,0,23,139020,131,0.45,34850,5,3140,1130,8,15,1,1,2,2,0,1900,7,0,0,23480,0,1007,82,653,72,9,6,3,17,1,3,6,616,74,45,43,0,20,10,10,0,2,19,59,16,5,0,320,1900,68,10,11,3400,1530,4400,80,10,11,20400,6610,9,68,1,0,0,0,0
136,1452434,0.01,0.99,0,3.04,0.42,0.203,88,82,1,10320,0,11,34200,58,0.4,14660,7,1790,920,12,16,1,4,4,4,701235,1000,2,0,1950,6000,0,849,82,540,78,16,10,3,31,5,15,23,479,77,34,22,3,12,5,7,0,1,15,27,26,0,0,359,2500,73,7,7,3900,1914,9700,81,5,6,22800,9120,4,86,1,0,0,0,0
137,479499,0.01,0.99,300,0.99,0.83,0.136,127,95,2,10480,0,10,33830,41,1,4260,5,830,1300,0,27,0,3,4,4,0,0,3,0,0,6160,0,434,93,530,78,11,5,5,12,3,3,8,493,63,16,16,2,2,0,2,0,0,3,16,10,0,0,302,2400,63,2,4,2800,2400,0,0,0,0,0,0,12,164,0,0,1,0,0
